"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"TECHM","EQ","06-Feb-2023","       1011.30","       1006.00","       1016.40","        997.00","       1004.00","       1005.35","       1004.15","    2003960","          2012272833.45","     110679","    1175978","         58.68"
"TECHM","EQ","07-Feb-2023","       1005.35","       1005.00","       1008.45","        997.00","       1002.00","       1002.45","       1002.02","    1697633","          1701057527.95","      84377","    1068105","         62.92"
"TECHM","EQ","08-Feb-2023","       1002.45","       1007.50","       1021.15","       1004.35","       1010.50","       1011.05","       1013.45","    2611176","          2646287247.65","      81882","    1689293","         64.69"
"TECHM","EQ","09-Feb-2023","       1011.05","       1011.05","       1017.70","       1002.60","       1017.00","       1016.00","       1011.89","    1782899","          1804105583.05","      95004","    1121450","         62.90"
"TECHM","EQ","10-Feb-2023","       1016.00","       1011.55","       1021.60","       1004.10","       1017.00","       1017.35","       1013.12","    1116554","          1131204552.30","      41203","     524301","         46.96"
"TECHM","EQ","13-Feb-2023","       1017.35","       1015.00","       1017.80","       1000.50","       1002.35","       1002.50","       1004.76","    1682312","          1690316512.15","      62532","    1024096","         60.87"
"TECHM","EQ","14-Feb-2023","       1002.50","       1006.05","       1025.70","       1005.75","       1012.15","       1012.05","       1015.94","    2440189","          2479079680.25","      85046","    1101619","         45.14"
"TECHM","EQ","15-Feb-2023","       1012.05","       1014.90","       1075.00","       1008.30","       1068.60","       1071.40","       1054.60","    6712218","          7078717043.65","     135751","    3228936","         48.11"
"TECHM","EQ","16-Feb-2023","       1071.40","       1075.00","       1141.05","       1074.05","       1127.55","       1130.25","       1121.50","   14422445","         16174838730.05","     295112","    7036714","         48.79"
"TECHM","EQ","17-Feb-2023","       1130.25","       1108.10","       1139.00","       1108.10","       1128.40","       1129.20","       1127.25","    5333732","          6012465034.30","     205779","    2588819","         48.54"
"TECHM","EQ","20-Feb-2023","       1129.20","       1129.50","       1156.85","       1120.00","       1145.00","       1144.20","       1146.01","    4590531","          5260812701.55","     131718","    1840306","         40.09"
"TECHM","EQ","21-Feb-2023","       1144.20","       1146.00","       1151.95","       1131.05","       1133.40","       1134.45","       1142.34","    3494288","          3991658710.55","     139919","    1922478","         55.02"
"TECHM","EQ","22-Feb-2023","       1134.45","       1122.00","       1134.25","       1118.00","       1130.00","       1125.70","       1126.35","    2674708","          3012654237.95","     111608","    1187323","         44.39"
"TECHM","EQ","23-Feb-2023","       1125.70","       1127.00","       1149.50","       1124.05","       1131.00","       1128.80","       1135.68","    2576193","          2925739167.90","      96109","    1070069","         41.54"
"TECHM","EQ","24-Feb-2023","       1128.80","       1137.00","       1141.00","       1116.00","       1119.95","       1119.00","       1124.56","    1913493","          2151831801.20","     103922","     916439","         47.89"
"TECHM","EQ","27-Feb-2023","       1119.00","       1109.00","       1118.25","       1096.85","       1114.70","       1113.95","       1106.45","    2247105","          2486301999.70","     106430","    1224968","         54.51"
"TECHM","EQ","28-Feb-2023","       1113.95","       1118.00","       1135.50","       1096.75","       1099.00","       1100.25","       1111.06","    3894204","          4326685307.40","      99906","    2603594","         66.86"
"TECHM","EQ","01-Mar-2023","       1100.25","       1100.25","       1129.00","       1097.00","       1126.50","       1126.90","       1120.69","    2084324","          2335877931.65","     150927","    1122842","         53.87"
"TECHM","EQ","02-Mar-2023","       1126.90","       1120.00","       1124.00","       1105.00","       1108.50","       1109.80","       1113.76","    1838692","          2047866206.15","      96382","     795061","         43.24"
"TECHM","EQ","03-Mar-2023","       1109.80","       1118.00","       1119.60","       1082.45","       1086.65","       1085.15","       1097.53","    2388401","          2621343692.25","      90997","    1016936","         42.58"
"TECHM","EQ","06-Mar-2023","       1085.15","       1092.00","       1096.00","       1085.00","       1088.25","       1090.05","       1090.35","    2076844","          2264489276.90","      61947","     839508","         40.42"
"TECHM","EQ","08-Mar-2023","       1090.05","       1080.00","       1088.40","       1069.60","       1078.90","       1078.30","       1078.40","    2230530","          2405406373.90","      75371","    1016438","         45.57"
"TECHM","EQ","09-Mar-2023","       1078.30","       1082.00","       1083.35","       1057.35","       1059.90","       1060.00","       1066.54","    2550755","          2720473059.90","      82897","    1484839","         58.21"
"TECHM","EQ","10-Mar-2023","       1060.00","       1045.00","       1062.95","       1041.05","       1061.45","       1061.25","       1054.09","    1400844","          1476618676.85","      52172","     728641","         52.01"
"TECHM","EQ","13-Mar-2023","       1061.25","       1125.00","       1164.70","       1125.00","       1134.00","       1133.80","       1144.59","   13080169","         14971407090.85","     301005","    5190807","         39.68"
"TECHM","EQ","14-Mar-2023","       1133.80","       1128.00","       1138.25","       1098.40","       1116.10","       1115.30","       1112.04","    4325522","          4810170894.70","     135553","    1574514","         36.40"
"TECHM","EQ","15-Mar-2023","       1115.30","       1124.90","       1132.20","       1110.55","       1115.85","       1114.40","       1117.84","    2583351","          2887785363.50","      95070","    1331073","         51.53"
"TECHM","EQ","16-Mar-2023","       1114.40","       1106.00","       1122.60","       1101.05","       1116.50","       1117.75","       1113.88","    2396839","          2669784868.70","      98782","    1417804","         59.15"
"TECHM","EQ","17-Mar-2023","       1117.75","       1123.35","       1132.50","       1114.20","       1127.00","       1127.15","       1125.08","    2507004","          2820589300.35","      77278","    1378080","         54.97"
"TECHM","EQ","20-Mar-2023","       1127.15","       1136.80","       1136.80","       1096.00","       1108.10","       1109.00","       1107.38","    4007438","          4437751075.00","     129844","    2591987","         64.68"
"TECHM","EQ","21-Mar-2023","       1109.00","       1104.95","       1109.85","       1086.45","       1096.00","       1095.65","       1095.35","    3354949","          3674851644.95","     118768","    2170400","         64.69"
"TECHM","EQ","22-Mar-2023","       1095.65","       1097.00","       1106.30","       1093.55","       1096.50","       1099.60","       1099.74","    1750203","          1924766658.85","      38093","     993281","         56.75"
"TECHM","EQ","23-Mar-2023","       1099.60","       1087.10","       1112.00","       1087.10","       1097.00","       1099.45","       1101.42","    1720354","          1894827504.80","      65074","     789035","         45.86"
"TECHM","EQ","24-Mar-2023","       1099.45","       1105.00","       1118.00","       1096.65","       1103.00","       1101.95","       1106.32","    1943460","          2150093806.40","      68450","     845530","         43.51"
"TECHM","EQ","27-Mar-2023","       1101.95","       1090.10","       1113.65","       1090.10","       1101.00","       1103.00","       1105.32","    1455300","          1608573087.65","      49365","     777846","         53.45"
"TECHM","EQ","28-Mar-2023","       1103.00","       1099.00","       1104.60","       1066.20","       1073.90","       1070.30","       1075.81","    2431154","          2615465709.60","      71579","    1356385","         55.79"
"TECHM","EQ","29-Mar-2023","       1070.30","       1075.70","       1087.40","       1065.10","       1083.00","       1081.10","       1077.82","    1642278","          1770080869.40","      54058","     722677","         44.00"
